Ref_file	Query_file	ANI	Align_fraction_ref	Align_fraction_query	Ref_name	Query_name
/home/lorenzo/Documents/tesi_2/fastANI-skani-comparison/HGT_random/origin_6.fasta	/home/lorenzo/Documents/tesi_2/fastANI-skani-comparison/HGT_random/mutated_6_0.fasta	100.00	99.95	99.85	origin_6	mutated_6_0
/home/lorenzo/Documents/tesi_2/fastANI-skani-comparison/HGT_random/origin_6.fasta	/home/lorenzo/Documents/tesi_2/fastANI-skani-comparison/HGT_random/mutated_6_1.fasta	100.00	99.92	99.62	origin_6	mutated_6_1
/home/lorenzo/Documents/tesi_2/fastANI-skani-comparison/HGT_random/origin_6.fasta	/home/lorenzo/Documents/tesi_2/fastANI-skani-comparison/HGT_random/mutated_6_10.fasta	100.00	99.92	92.71	origin_6	mutated_6_10
/home/lorenzo/Documents/tesi_2/fastANI-skani-comparison/HGT_random/origin_6.fasta	/home/lorenzo/Documents/tesi_2/fastANI-skani-comparison/HGT_random/mutated_6_11.fasta	100.00	99.93	90.01	origin_6	mutated_6_11
/home/lorenzo/Documents/tesi_2/fastANI-skani-comparison/HGT_random/origin_6.fasta	/home/lorenzo/Documents/tesi_2/fastANI-skani-comparison/HGT_random/mutated_6_12.fasta	100.00	99.92	86.59	origin_6	mutated_6_12
/home/lorenzo/Documents/tesi_2/fastANI-skani-comparison/HGT_random/origin_6.fasta	/home/lorenzo/Documents/tesi_2/fastANI-skani-comparison/HGT_random/mutated_6_13.fasta	100.00	99.93	82.47	origin_6	mutated_6_13
/home/lorenzo/Documents/tesi_2/fastANI-skani-comparison/HGT_random/origin_6.fasta	/home/lorenzo/Documents/tesi_2/fastANI-skani-comparison/HGT_random/mutated_6_14.fasta	100.00	99.94	77.81	origin_6	mutated_6_14
/home/lorenzo/Documents/tesi_2/fastANI-skani-comparison/HGT_random/origin_6.fasta	/home/lorenzo/Documents/tesi_2/fastANI-skani-comparison/HGT_random/mutated_6_15.fasta	100.00	99.94	72.71	origin_6	mutated_6_15
/home/lorenzo/Documents/tesi_2/fastANI-skani-comparison/HGT_random/origin_6.fasta	/home/lorenzo/Documents/tesi_2/fastANI-skani-comparison/HGT_random/mutated_6_16.fasta	100.00	99.94	67.32	origin_6	mutated_6_16
/home/lorenzo/Documents/tesi_2/fastANI-skani-comparison/HGT_random/origin_6.fasta	/home/lorenzo/Documents/tesi_2/fastANI-skani-comparison/HGT_random/mutated_6_17.fasta	100.00	99.94	61.76	origin_6	mutated_6_17
/home/lorenzo/Documents/tesi_2/fastANI-skani-comparison/HGT_random/origin_6.fasta	/home/lorenzo/Documents/tesi_2/fastANI-skani-comparison/HGT_random/mutated_6_18.fasta	100.00	99.95	56.16	origin_6	mutated_6_18
/home/lorenzo/Documents/tesi_2/fastANI-skani-comparison/HGT_random/origin_6.fasta	/home/lorenzo/Documents/tesi_2/fastANI-skani-comparison/HGT_random/mutated_6_2.fasta	100.00	99.92	99.32	origin_6	mutated_6_2
/home/lorenzo/Documents/tesi_2/fastANI-skani-comparison/HGT_random/origin_6.fasta	/home/lorenzo/Documents/tesi_2/fastANI-skani-comparison/HGT_random/mutated_6_3.fasta	100.00	99.92	98.92	origin_6	mutated_6_3
/home/lorenzo/Documents/tesi_2/fastANI-skani-comparison/HGT_random/origin_6.fasta	/home/lorenzo/Documents/tesi_2/fastANI-skani-comparison/HGT_random/mutated_6_4.fasta	100.00	99.93	98.44	origin_6	mutated_6_4
/home/lorenzo/Documents/tesi_2/fastANI-skani-comparison/HGT_random/origin_6.fasta	/home/lorenzo/Documents/tesi_2/fastANI-skani-comparison/HGT_random/mutated_6_5.fasta	100.00	99.93	97.84	origin_6	mutated_6_5
/home/lorenzo/Documents/tesi_2/fastANI-skani-comparison/HGT_random/origin_6.fasta	/home/lorenzo/Documents/tesi_2/fastANI-skani-comparison/HGT_random/mutated_6_6.fasta	100.00	99.92	97.14	origin_6	mutated_6_6
/home/lorenzo/Documents/tesi_2/fastANI-skani-comparison/HGT_random/origin_6.fasta	/home/lorenzo/Documents/tesi_2/fastANI-skani-comparison/HGT_random/mutated_6_7.fasta	100.00	99.92	96.36	origin_6	mutated_6_7
/home/lorenzo/Documents/tesi_2/fastANI-skani-comparison/HGT_random/origin_6.fasta	/home/lorenzo/Documents/tesi_2/fastANI-skani-comparison/HGT_random/mutated_6_8.fasta	100.00	99.92	95.50	origin_6	mutated_6_8
/home/lorenzo/Documents/tesi_2/fastANI-skani-comparison/HGT_random/origin_6.fasta	/home/lorenzo/Documents/tesi_2/fastANI-skani-comparison/HGT_random/mutated_6_9.fasta	100.00	99.92	94.55	origin_6	mutated_6_9
