Ref_file	Query_file	ANI	Align_fraction_ref	Align_fraction_query	Ref_name	Query_name
/home/lorenzo/Documents/tesi_2/fastANI-skani-comparison/SNP_random/origin_1.fasta	/home/lorenzo/Documents/tesi_2/fastANI-skani-comparison/SNP_random/mutated_1_0.fasta	99.93	100.00	100.00	origin_1	mutated_1_0
/home/lorenzo/Documents/tesi_2/fastANI-skani-comparison/SNP_random/origin_1.fasta	/home/lorenzo/Documents/tesi_2/fastANI-skani-comparison/SNP_random/mutated_1_1.fasta	99.84	100.00	100.00	origin_1	mutated_1_1
/home/lorenzo/Documents/tesi_2/fastANI-skani-comparison/SNP_random/origin_1.fasta	/home/lorenzo/Documents/tesi_2/fastANI-skani-comparison/SNP_random/mutated_1_10.fasta	98.40	99.85	99.85	origin_1	mutated_1_10
/home/lorenzo/Documents/tesi_2/fastANI-skani-comparison/SNP_random/origin_1.fasta	/home/lorenzo/Documents/tesi_2/fastANI-skani-comparison/SNP_random/mutated_1_11.fasta	97.56	99.54	99.54	origin_1	mutated_1_11
/home/lorenzo/Documents/tesi_2/fastANI-skani-comparison/SNP_random/origin_1.fasta	/home/lorenzo/Documents/tesi_2/fastANI-skani-comparison/SNP_random/mutated_1_12.fasta	96.80	99.29	99.29	origin_1	mutated_1_12
/home/lorenzo/Documents/tesi_2/fastANI-skani-comparison/SNP_random/origin_1.fasta	/home/lorenzo/Documents/tesi_2/fastANI-skani-comparison/SNP_random/mutated_1_13.fasta	95.58	99.25	99.25	origin_1	mutated_1_13
/home/lorenzo/Documents/tesi_2/fastANI-skani-comparison/SNP_random/origin_1.fasta	/home/lorenzo/Documents/tesi_2/fastANI-skani-comparison/SNP_random/mutated_1_14.fasta	94.72	98.95	98.95	origin_1	mutated_1_14
/home/lorenzo/Documents/tesi_2/fastANI-skani-comparison/SNP_random/origin_1.fasta	/home/lorenzo/Documents/tesi_2/fastANI-skani-comparison/SNP_random/mutated_1_15.fasta	94.13	98.44	98.44	origin_1	mutated_1_15
/home/lorenzo/Documents/tesi_2/fastANI-skani-comparison/SNP_random/origin_1.fasta	/home/lorenzo/Documents/tesi_2/fastANI-skani-comparison/SNP_random/mutated_1_16.fasta	93.58	98.17	98.17	origin_1	mutated_1_16
/home/lorenzo/Documents/tesi_2/fastANI-skani-comparison/SNP_random/origin_1.fasta	/home/lorenzo/Documents/tesi_2/fastANI-skani-comparison/SNP_random/mutated_1_17.fasta	92.97	97.10	97.10	origin_1	mutated_1_17
/home/lorenzo/Documents/tesi_2/fastANI-skani-comparison/SNP_random/origin_1.fasta	/home/lorenzo/Documents/tesi_2/fastANI-skani-comparison/SNP_random/mutated_1_18.fasta	91.93	96.50	96.50	origin_1	mutated_1_18
/home/lorenzo/Documents/tesi_2/fastANI-skani-comparison/SNP_random/origin_1.fasta	/home/lorenzo/Documents/tesi_2/fastANI-skani-comparison/SNP_random/mutated_1_2.fasta	99.78	100.00	100.00	origin_1	mutated_1_2
/home/lorenzo/Documents/tesi_2/fastANI-skani-comparison/SNP_random/origin_1.fasta	/home/lorenzo/Documents/tesi_2/fastANI-skani-comparison/SNP_random/mutated_1_3.fasta	99.66	100.00	100.00	origin_1	mutated_1_3
/home/lorenzo/Documents/tesi_2/fastANI-skani-comparison/SNP_random/origin_1.fasta	/home/lorenzo/Documents/tesi_2/fastANI-skani-comparison/SNP_random/mutated_1_4.fasta	99.59	100.00	100.00	origin_1	mutated_1_4
/home/lorenzo/Documents/tesi_2/fastANI-skani-comparison/SNP_random/origin_1.fasta	/home/lorenzo/Documents/tesi_2/fastANI-skani-comparison/SNP_random/mutated_1_5.fasta	99.48	100.00	100.00	origin_1	mutated_1_5
/home/lorenzo/Documents/tesi_2/fastANI-skani-comparison/SNP_random/origin_1.fasta	/home/lorenzo/Documents/tesi_2/fastANI-skani-comparison/SNP_random/mutated_1_6.fasta	99.39	100.00	100.00	origin_1	mutated_1_6
/home/lorenzo/Documents/tesi_2/fastANI-skani-comparison/SNP_random/origin_1.fasta	/home/lorenzo/Documents/tesi_2/fastANI-skani-comparison/SNP_random/mutated_1_7.fasta	99.28	100.00	100.00	origin_1	mutated_1_7
/home/lorenzo/Documents/tesi_2/fastANI-skani-comparison/SNP_random/origin_1.fasta	/home/lorenzo/Documents/tesi_2/fastANI-skani-comparison/SNP_random/mutated_1_8.fasta	99.18	100.00	100.00	origin_1	mutated_1_8
/home/lorenzo/Documents/tesi_2/fastANI-skani-comparison/SNP_random/origin_1.fasta	/home/lorenzo/Documents/tesi_2/fastANI-skani-comparison/SNP_random/mutated_1_9.fasta	99.14	100.00	100.00	origin_1	mutated_1_9
